Supplier Code,Product ID #,Product Name,Product Description,Imprint Size,Color Name,Color Value,Inventory Level,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code
Hub,101,Aeropure Stylus Pen,"For the ultimate promo pen package, look no further. The Aeropure features a
citrus-scented antibacterial sanitizer spray with 62% alcohol and functional
stylus to allow you to operate touch screens hands-free and clean your hands
when you must touch a surface. With a large imprint space front and center, your
brand is sure to stand out. Pen is operated by a twist-action retraction and
comes through the stylus tip when extended.
Hub,858,Santorini Torch Pen,"Multifunction version of our Santorini executive pen. Ergonomically shaped in
high gloss enamel, silver accents and a colorful reflective grip. Converts to a
bright and powerful LED flashlight with a double click.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 2"" W x 0.25"" H Barrel
Revolution Engraving: 2"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Standard Packaging: Individually Cellophaned
Tags: popular, metal, flashlight, accessory, multi-function, multi, light, dark,
gift, desk, office, executive, advertisement, college, grade, writing,
merchandise, pen, high school, university",,,,,100,499,4.89,A,500,999,4.68,A,1000,4999,4.5,A,5000,10000,4.3,A
Hub,858BLK/BLUE,Black with Blue Ink,Black with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,858BLUE/BLUE,Blue with Blue Ink,Blue with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,858GUN/BLUE,Gunmetal with Blue Ink,Gunmetal with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,858RED/BLUE,Cinnamon with Blue Ink,Cinnamon with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,878,Carvella Pen,"High gloss enamel in deep corporate colors with matching rubber grip and
rose-gold accents. Rubber comfort grip and smooth writing black ink.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 2"" W x 0.25"" H Barrel
Revolution Engraving: 2"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college,
grade, writing, merchandise, study, high school, university, essay, list, home,
pen, classic, trade show",,,,,50,99,5.48,A,100,249,5.28,A,250,499,5.08,A,500,999,4.88,A,1000,2000,4.68,A
Hub,878BLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,878BLUE/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,878GRN/BLK,Green with Black Ink,Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,885,Lombardo Pen,"Contemporary style twist action retractable executive pen. High gloss enamel or
brushed silver with marble look acrylic center band and silver engraving and
accents. Brushed silver has oxidized black imprint. Highest quality jumbo metal
black ink cartridge. Cambridge Collection lifetime guarantee.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.25"" W x 0.25"" H Cap or Barrel
Revolution Engraving: 1.25"" W x 0.5"" H Barrel or Cap
Tip Type: Ballpoint
Mechanism: Twist
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college,
grade, writing, merchandise, study, high school, university, essay, list, home,
pen, classic, trade show",,,,,50,99,5.1,A,100,499,4.86,A,500,999,4.62,A,1000,2000,4.37,A
Hub,885BLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,885BLUE/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,885BURG/BLK,Cinnamon with Black Ink,Cinnamon with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,885SIL/BLK,Silver with Black Ink,Silver with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,886,Carbonite Pen,"Contemporary style twist retraction executive pen in high gloss black and silver
with a genuine woven carbon fiber cap. Guaranteed ultrasmooth writing black ink.
Cambridge Collection lifetime guarantee. Also available with carbon fiber velvet
lined gift box.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.38"" W x 0.25"" H Barrel
Revolution Engraving: 1.38"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Twist
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college,
grade, writing, merchandise, study, high school, university, essay, list, home,
pen, classic, trade show",,,,,50,99,8.37,A,100,499,8.26,A,500,999,8.12,A,1000,2000,7.88,A
Hub,886BLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,886PENBOX,Carbonite with Box Pen,"Contemporary style twist retraction executive pen in high gloss black and silver
with a genuine woven carbon fiber cap and coordinating magnetic close gift box.
Guaranteed ultrasmooth writing black ink. Cambridge Collection lifetime
guarantee.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.38"" W x 0.25"" H Barrel
: 1.38"" W x 0.5"" H Hub Revolution (Barrel)
Tip Type: Ballpoint
Mechanism: Twist
Standard Packaging: Magnetic Closure Presentation Box
Tags: popular, metal, gift, desk, office, executive, advertisement, college,
grade, writing, merchandise, study, high school, university, essay, list, home,
pen, classic, trade show",,,,,50,99,13.42,A,100,499,13.3,A,500,999,13.18,A,1000,2000,12.95,A
Hub,886BLKSET,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,888,Lexington Pen,"Contemporary style executive pen in high gloss enamel and shining silver cap and
engraving. Smooth writing black ink. Cambridge Collection lifetime guarantee.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.25"" W x 0.25"" H Barrel
Revolution Engraving: 1.25"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=888/]
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college,
grade, writing, merchandise, study, high school, university, essay, list, home,
pen, classic, trade show",,,,,50,99,5.61,A,100,249,5.24,A,250,499,4.88,A,500,999,4.62,A,1000,2000,4.37,A
Hub,888BLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,888BLUE/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,888BURG/BLK,Cinnamon with Black Ink,Cinnamon with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,890,Commonwealth Pen,"Jumbo executive pen in high gloss enamel and 24 Kt gold plated accents and
engraiving or brushed silver with silver accents and black oxidized engraving.
Scooped jumbo comfort grip and smooth writing black ink. Cambridge Collection
lifetime guarantee.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.75"" W x 0.31"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college,
grade, writing, merchandise, study, high school, university, essay, list, home,
pen, classic, trade show",,,,,50,99,5.52,A,100,249,5.28,A,250,499,5.03,A,500,999,4.85,A,1000,2000,4.66,A
Hub,890BLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,890BLUE/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,890BURG/BLK,Cinnamon with Black Ink,Cinnamon with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,890SIL/BLK,Silver with Black Ink,Silver with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,982BLACK,Amesbury Pen: Black,"Sleek contemporary twist action executive pen in high gloss gunmetal with 24
karat gold-plated accents and engraving. Available with a sculpted metal cap.
Supersmooth writing black ink. Cambridge Collection lifetime guarantee.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.5"" W x 0.19"" H Barrel or Cap
: 1.5"" W x 0.5"" H Hub Revolution (Barrel or Cap)
Tip Type: Ballpoint
Mechanism: Twist
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college,
grade, writing, merchandise, study, high school, university, essay, list, home,
pen, classic, trade show",,,,,50,99,7.52,A,100,499,7.38,A,500,999,7.27,A,1000,2000,7.13,A
Hub,982BLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,982GUNMETAL,Amesbury Pen: Gunmetal,"Sleek contemporary twist action executive pen in high gloss gunmetal with 24
karat gold-plated accents and engraving. Available with a sculpted metal cap.
Supersmooth writing black ink. Cambridge Collection lifetime guarantee.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.5"" W x 0.19"" H Barrel or Cap
: 1.5"" W x 0.5"" H Hub Revolution (Barrel or Cap)
Tip Type: Ballpoint
Mechanism: Twist
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college,
grade, writing, merchandise, study, high school, university, essay, list, home,
pen, classic, trade show",,,,,50,99,9.74,A,100,499,9.62,A,500,999,9.48,A,1000,2000,9.37,A
Hub,982GUN/BLK,Gunmetal with Black Ink,Gunmetal with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,982PBLACK,Amesbury Pen with Photodome: Black,"Sleek contemporary twist action executive pen in high gloss gunmetal with 24
karat gold-plated accents and engraving. Available with a full color photo dome.
Supersmooth writing black ink. Cambridge Collection lifetime guarantee.
Material: Metal
Standard Decoration Includes: Full Color, 1 Location
All Available Decoration Options:
Photodome: 0.38"" DIA PhotoDome
Tip Type: Ballpoint
Mechanism: Twist
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college,
grade, writing, merchandise, study, high school, university, essay, list, home,
pen, classic, trade show",,,,,50,99,9.37,A,100,499,9.25,A,500,999,9.12,A,1000,2000,9,A
Hub,982PBLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,982PGUNMETAL,Amesbury Pen with Photodome: Gunmetal,"Sleek contemporary twist action executive pen in high gloss gunmetal with 24
karat gold-plated accents and engraving. Available with a full color photo dome.
Supersmooth writing black ink. Cambridge Collection lifetime guarantee.
Material: Metal
Standard Decoration Includes: Full Color, 1 Location
All Available Decoration Options:
Photodome: 0.38"" DIA PhotoDome
Tip Type: Ballpoint
Mechanism: Twist
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college,
grade, writing, merchandise, study, high school, university, essay, list, home,
pen, classic, trade show",,,,,50,99,11.6,A,100,499,11.47,A,500,999,11.35,A,1000,2000,11.22,A
Hub,982PGUN/BLK,Gunmetal with Black Ink,Gunmetal with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,984,Guillox 9™ Stylus Pen,"Jumbo twist action executive pen in high gloss enamel with a gunmetal barrel
etched in a contemporary Guilloche engraved design. Features a microfiber stylus
designed for increased connectivity with touch screen devices. Supersmooth
writing black ink. Cambridge Collection lifetime guarantee.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.25"" W x 0.25"" H Cap
Revolution Engraving: 1.25"" W x 0.5"" H Cap
Tip Type: Ballpoint
Mechanism: Twist
Standard Packaging: Individually Cellophaned
Tags: popular, metal, tech, accessory, phone, tablet, gift, desk, office,
executive, advertisement, college, grade, writing, merchandise, study, high
school, pen, essay, list",,,,,25,49,19.85,A,50,99,19.36,A,100,249,18.88,A,250,499,18.62,A,500,1000,18.14,A
Hub,984BLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,984BLUE/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,984RED/BLK,Cinnamon with Black Ink,Cinnamon with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,985B,Guillox 9™-Ballpoint Pen,"Part of the Cambridge Collection. Jumbo executive pen in high gloss enamel with
silver accents and engraving and a gunmetal barrel etched in a contemporary
Guilloche engraved design. Twist action ballpoint with supersmooth writing black
ink. Cambridge Collection lifetime guarantee.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.25"" W x 0.25"" H Cap
Revolution Engraving: 1.25"" W x 0.5"" H Cap
Tip Type: Ballpoint
Mechanism: Twist
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college,
grade, writing, merchandise, study, high school, university, essay, list, home,
pen, classic, trade show",,,,,25,49,19.12,A,50,99,18.64,A,100,249,18.13,A,250,499,17.88,A,500,1000,17.4,A
Hub,985BBLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,985BBLU/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,985BRED/BLK,Cinnamon with Black Ink,Cinnamon with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,985R,Guillox 9™-Rollerball Pen,"Part of the Cambridge Collection. Jumbo executive pen in high gloss enamel with
silver accents and engraving and a gunmetal barrel etched in a contemporary
Guilloche engraved design. Pull cap rollerball with supersmooth writing black
ink. Cambridge Collection lifetime guarantee.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.25"" W x 0.25"" H Cap
Revolution Engraving: 1.25"" W x 0.5"" H Cap
Tip Type: Rollerball
Mechanism: Pull Cap
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college,
grade, writing, merchandise, study, high school, university, essay, list, home,
pen, classic, trade show",,,,,25,49,19.53,A,50,99,19.04,A,100,249,18.52,A,250,499,18.29,A,500,1000,17.8,A
Hub,985RBLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,985RBLU/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,985RRED/BLK,Cinn with Black Ink,Cinn with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,986B,Guillox 8™-Ballpoint Pen,"Part of the Cambridge Collection. Jumbo executive pen in high gloss enamel with
silver accents and a Guilloche engraved center band. Pull cap ballpoint with
supersmooth writing black ink. Cambridge Collection lifetime guarantee.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.25"" W x 0.25"" H Barrel or Cap
Revolution Engraving: 1"" W x 0.5"" H Barrel or Cap
Tip Type: Ballpoint
Mechanism: Twist
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college,
grade, writing, merchandise, study, high school, university, essay, list, home,
pen, classic, trade show",,,,,25,49,18.64,A,50,99,18.13,A,100,249,17.64,A,250,499,17.15,A,500,1000,16.65,A
Hub,986BBLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,986BBLU/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,986R,Guillox 8™-Rollerball Pen,"Part of the Cambridge Collection. Jumbo executive pen in high gloss enamel with
silver accents and a Guilloche engraved center band. Twist action rollerball
with supersmooth writing black ink. Cambridge Collection lifetime guarantee.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.25"" W x 0.25"" H Barrel or Cap
Revolution Engraving: 1"" W x 0.5"" H Barrel or Cap
Tip Type: Rollerball
Mechanism: Pull Cap
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college,
grade, writing, merchandise, study, high school, university, essay, list, home,
pen, classic, trade show",,,,,25,49,19.04,A,50,99,18.52,A,100,249,18.04,A,250,499,17.54,A,500,1000,17.04,A
Hub,986RBLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,986RBLU/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,CAMBRIDGEBOX,Cambridge Collection Box,"For a big impact, choose this beautifully designed drawer pull pen gift box.
Classically styled for high-end appeal, it’s the perfect presentation for our
Cambridge Collection pens. The padded interior features loops and a ribbon to
hold your pen or pens in place and includes a card describing the Cambridge
Collection Lifetime Guarantee and an extra ink cartridge refill. The box comes
in a sleek white cardboard sleeve to protect the exterior.
Material: Cardboard With Fabric Insert
Standard Packaging: Bulk
Tags: Packaging, Gift, Presentation, Present, Box",,,,,1,2,3.93,G
Hub,CAMBRIDGEBOX,Brown,Brown,,821,,,,,,,,,,,,,,,,,,,,
Hub,DELUXE2PCBOX,Deluxe 2 Piece Box,"Gift a pen or a set in this attractive gift box. It makes for an upscale
presentation with a classic black cover and ribbon-like detail. The gray flocked
interior holds your choice of one or two pens firmly in place. Perfect for
awards, company events, and holiday gift-giving.
Material: Cardboard With Flocked Plastic Insert.
Standard Packaging: Bulk
Tags: Packaging, Gift, Presentation, Present, Box",,,,,1,2,1.11,G
Hub,DELUXE2PCBOX,Black With Red And White Accents.,Black With Red And White Accents.,,23,,,,,,,,,,,,,,,,,,,,
Hub,EXECGIFTBOX,Executive Gift Box,"Gift the gold standard with this stunning leather-looking executive gift box.
This gift box features a pebble grain finish with a brushed silver plate and
interior bands to hold one pen or a set in place. Perfect for holiday gifts,
work anniversaries, graduations, awards, and more!
Material: Wood With Aluminum Plate. Interior Lined With Flocked Vinyl.
Standard Decoration Includes: Laser Engraved Imprint Area 1"" W X 1"" H On Top
All Available Decoration Options:
Laser Etch: 1"" W x 1"" H
Standard Packaging: White Cardboard Sleeve
Tags: Packaging, Gift, Presentation, Present, Box",,,,,1,2,5.45,G
Hub,EXECGIFTBOX,Black With Silver Plate,Black With Silver Plate,,1219,,,,,,,,,,,,,,,,,,,,
Hub,NOTEBOOK,Libretto Notebook,"This giftable journal features a full color imprint on the toggle of the elastic
band closure and a handy elastic loop to keep you favorite pen in place. The
fashionable tweed cover lends high end appeal while the versatile dot grid paper
opens up a world of possibilities from bullet journaling to business notes.
Material: Tweed & Paper
Standard Decoration Includes: Full Color, 1 Location
All Available Decoration Options:
Full Color: 1.375"" W x 0.81"" H Toggle
Standard Packaging: Bulk
Tags: journal, writing, accessory, writing accessory, writer, notes, bullet
point",,,,,50,99,5.21,A,100,499,4.97,A,500,999,4.73,A,1000,2000,4.49,A
Hub,NOTEBOOK,Grey,Grey,,1500,,,,,,,,,,,,,,,,,,,,
Hub,POUCH,Black Velvet Pouch,"This regal black velvet pouch adds a touch of class to pen gifting and is set at
an affordable price. Great for holiday gifts, company events, graduations, and
awards.
Material: Flocked Vinyl
Standard Packaging: Bulk
Tags: Packaging, Gift, Presentation, Present, Box",,,,,1,2,0.15,G
Hub,POUCH,Black,Black,,40318,,,,,,,,,,,,,,,,,,,,
Hub,PRISMBOX,Prism Gift Box,"A colorful way to present a gift pen! A full color imprint wraps the top 2 sides
and flap of this triangle shaped box. Inside, the pen stays secure with an
elastic loop on padded velvet. The top flap snaps shut, creating a beautiful
presentation piece that is sure to impress.
Material: Cardboard with elastic loop and padded velvet
Standard Decoration Includes: Full Color, 1 Location
All Available Decoration Options:
Full Color: 6.25"" W x 1.25"" H Side A & Side B
Full Color: 6.25"" W x 0.75"" H Flap
Full Color: 6.25"" W x 1.25"" H Base
Standard Packaging: Bulk
Tags: Packaging, Gift Packaging, Presentation, Recognition, Gift, Event",,,,,25,49,4.08,A,50,99,3.73,A,100,499,3.39,A,500,1000,3.06,A
